,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,PYPL250307P00075000,2025-01-28 20:55:10+00:00,75.0,0.67,0.62,0.7,0.0,0.0,11,11,0.46143116699218756,False,REGULAR,USD
1,PYPL250307P00078000,2025-01-31 19:48:46+00:00,78.0,0.98,0.79,1.38,-0.26999998,-21.599998,1,12,0.485356708984375,False,REGULAR,USD
2,PYPL250307P00080000,2025-01-30 15:07:22+00:00,80.0,1.3,1.38,1.87,0.0,0.0,1,114,0.4848684326171875,False,REGULAR,USD
3,PYPL250307P00082000,2025-01-31 15:27:46+00:00,82.0,2.0,1.79,2.3,0.29999995,17.647057,5,13,0.4660697924804688,False,REGULAR,USD
4,PYPL250307P00083000,2025-01-30 16:56:09+00:00,83.0,1.94,1.96,2.68,0.0,0.0,4,16,0.47046427978515626,False,REGULAR,USD
5,PYPL250307P00084000,2025-01-30 19:55:11+00:00,84.0,2.25,2.44,2.99,0.0,0.0,6,8,0.4646049633789063,False,REGULAR,USD
6,PYPL250307P00085000,2025-01-31 19:34:47+00:00,85.0,2.58,2.81,3.4,-0.5700002,-18.095242,13,32,0.4655815161132813,False,REGULAR,USD
7,PYPL250307P00087000,2025-01-31 20:18:41+00:00,87.0,3.71,3.65,4.25,0.36000013,10.746273,3,21,0.46143116699218756,False,REGULAR,USD
8,PYPL250307P00088000,2025-01-29 19:30:56+00:00,88.0,4.25,4.1,4.7,-0.21000004,-4.708521,3,4,0.45740288696289066,False,REGULAR,USD
9,PYPL250307P00089000,2025-01-31 16:57:39+00:00,89.0,4.05,4.35,5.25,-0.28999996,-6.6820264,1,2,0.45972219970703126,True,REGULAR,USD
10,PYPL250307P00090000,2025-01-30 20:32:57+00:00,90.0,4.7,5.15,5.75,0.0,0.0,50,52,0.45435115966796874,True,REGULAR,USD
