,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,PYPL250214C00050000,2025-01-17 19:35:03+00:00,50.0,42.57,37.55,39.95,0.0,0.0,,19,1.47265888671875,True,REGULAR,USD
1,PYPL250214C00065000,2025-01-24 19:45:27+00:00,65.0,24.32,23.65,24.1,0.0,0.0,2.0,10,0.9589847851562499,True,REGULAR,USD
2,PYPL250214C00070000,2025-01-31 20:36:37+00:00,70.0,18.76,18.75,19.25,-3.0699997,-14.063214,6.0,4,0.8291032714843749,True,REGULAR,USD
3,PYPL250214C00073000,2025-01-31 18:09:04+00:00,73.0,16.45,15.9,16.25,-3.8899994,-19.124874,3.0,6,0.7412135253906249,True,REGULAR,USD
4,PYPL250214C00074000,2025-01-28 20:23:17+00:00,74.0,15.34,13.95,15.3,0.0,0.0,3.0,5,0.778322529296875,True,REGULAR,USD
5,PYPL250214C00075000,2025-01-27 19:45:33+00:00,75.0,15.45,13.95,14.45,0.0,0.0,10.0,8,0.7036162451171876,True,REGULAR,USD
6,PYPL250214C00076000,2025-01-30 20:36:47+00:00,76.0,14.35,13.1,13.6,0.0,0.0,2.0,12,0.7070341796875,True,REGULAR,USD
7,PYPL250214C00077000,2025-01-06 14:30:00+00:00,77.0,12.31,12.1,13.25,0.0,0.0,,1,0.7485376708984376,True,REGULAR,USD
8,PYPL250214C00078000,2025-01-28 16:02:28+00:00,78.0,12.06,10.5,12.2,0.0,0.0,7.0,10,0.6210975390625001,True,REGULAR,USD
9,PYPL250214C00080000,2025-01-30 20:39:17+00:00,80.0,10.5,8.65,10.1,0.0,0.0,1.0,7,0.5400436621093752,True,REGULAR,USD
10,PYPL250214C00081000,2025-01-28 20:39:56+00:00,81.0,10.05,8.75,9.05,0.9499998,10.439558,3.0,23,0.6084023535156251,True,REGULAR,USD
11,PYPL250214C00082000,2025-01-30 17:44:07+00:00,82.0,9.25,8.0,8.55,0.0,0.0,5.0,23,0.6291540991210938,True,REGULAR,USD
12,PYPL250214C00083000,2025-01-31 15:37:20+00:00,83.0,7.42,7.25,7.5,-0.97999954,-11.666662,2.0,18,0.5939982006835938,True,REGULAR,USD
13,PYPL250214C00084000,2025-01-29 20:15:42+00:00,84.0,7.05,6.5,6.8,0.0,0.0,15.0,10,0.5854533642578125,True,REGULAR,USD
