,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,PYPL250516C00060000,2025-01-15 20:39:01+00:00,60.0,31.45,29.45,31.25,0.0,0.0,,2,0.6621127539062501,True,REGULAR,USD
1,PYPL250516C00065000,2025-01-30 20:30:28+00:00,65.0,26.5,25.05,25.55,0.0,0.0,1.0,27,0.5537154003906251,True,REGULAR,USD
2,PYPL250516C00070000,2025-01-30 16:15:17+00:00,70.0,22.29,19.75,22.5,0.19000053,0.8597309,5.0,23,0.5299119274902344,True,REGULAR,USD
3,PYPL250516C00075000,2025-01-31 20:11:28+00:00,75.0,16.81,15.55,17.25,-0.5400009,-3.1123972,1.0,30,0.5084277673339843,True,REGULAR,USD
4,PYPL250516C00077500,2025-01-17 19:40:00+00:00,77.5,18.37,13.75,16.0,0.0,0.0,,304,0.5340622766113281,True,REGULAR,USD
5,PYPL250516C00080000,2025-01-29 19:37:42+00:00,80.0,13.1,12.95,13.35,0.0,0.0,2.0,80,0.4655815161132813,True,REGULAR,USD
6,PYPL250516C00082500,2025-01-31 20:09:23+00:00,82.5,11.5,10.85,12.5,-0.6000004,-4.9586806,4.0,76,0.5009815527343751,True,REGULAR,USD
7,PYPL250516C00085000,2025-01-31 16:53:41+00:00,85.0,10.69,9.75,10.0,-0.11000061,-1.0185242,1.0,379,0.43628493408203123,True,REGULAR,USD
8,PYPL250516C00087500,2025-01-31 20:53:52+00:00,87.5,8.65,8.25,8.55,0.14999962,1.7647014,8.0,175,0.42542078491210944,True,REGULAR,USD
9,PYPL250516C00090000,2025-01-31 17:57:30+00:00,90.0,7.76,7.05,7.3,-0.34000015,-4.1975327,2.0,366,0.4190731921386719,False,REGULAR,USD
10,PYPL250516C00092500,2025-01-31 20:55:00+00:00,92.5,6.14,5.95,6.25,-0.55999994,-8.358208,25.0,236,0.41687594848632803,False,REGULAR,USD
11,PYPL250516C00095000,2025-01-31 19:12:27+00:00,95.0,5.3,5.05,5.2,-0.5999999,-10.16949,14.0,263,0.40845318115234375,False,REGULAR,USD
12,PYPL250516C00097500,2025-01-30 15:19:51+00:00,97.5,4.85,4.2,4.45,0.0,0.0,1.0,17,0.4101621484375,False,REGULAR,USD
13,PYPL250516C00100000,2025-01-31 20:48:32+00:00,100.0,3.7,3.5,3.7,-0.14999986,-3.8961003,26.0,184,0.4062559375,False,REGULAR,USD
14,PYPL250516C00105000,2025-01-31 15:45:01+00:00,105.0,2.85,2.45,2.57,-0.1500001,-5.0000033,32.0,224,0.4039366247558594,False,REGULAR,USD
15,PYPL250516C00110000,2025-01-31 17:41:54+00:00,110.0,1.92,1.65,1.74,0.03999996,2.1276577,33.0,208,0.4010069665527344,False,REGULAR,USD
16,PYPL250516C00115000,2025-01-27 19:59:29+00:00,115.0,1.39,0.92,1.21,0.0,0.0,1.0,64,0.4039366247558594,False,REGULAR,USD
17,PYPL250516C00120000,2025-01-31 14:51:52+00:00,120.0,0.8,0.77,0.84,-0.06999999,-8.045976,9.0,42,0.407232490234375,False,REGULAR,USD
18,PYPL250516C00125000,2025-01-29 18:15:38+00:00,125.0,0.6,0.41,0.59,0.0,0.0,2.0,116,0.4116269775390625,False,REGULAR,USD
19,PYPL250516C00130000,2025-01-28 14:30:02+00:00,130.0,0.51,0.27,0.54,0.0,0.0,1.0,5,0.4379939013671875,False,REGULAR,USD
20,PYPL250516C00135000,2025-01-28 17:14:35+00:00,135.0,0.32,0.13,0.44,0.0,0.0,1.0,79,0.45215391601562505,False,REGULAR,USD
