,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,RDDT250307C00140000,2025-01-24 18:30:40+00:00,140.0,50.04,61.35,64.1,0.0,0.0,3,4,0.995239305419922,True,REGULAR,USD
1,RDDT250307C00160000,2025-01-28 16:04:05+00:00,160.0,38.2,45.6,47.25,0.0,0.0,2,4,0.9519047778320311,True,REGULAR,USD
2,RDDT250307C00165000,2025-01-27 18:03:10+00:00,165.0,28.3,41.95,44.0,0.0,0.0,2,2,0.9571537487792967,True,REGULAR,USD
3,RDDT250307C00170000,2025-01-27 18:01:43+00:00,170.0,25.3,37.35,39.8,0.0,0.0,4,0,0.9029550720214843,True,REGULAR,USD
4,RDDT250307C00180000,2025-01-31 20:34:40+00:00,180.0,33.25,30.6,33.45,0.38000107,1.1560726,14,33,0.8909923010253906,True,REGULAR,USD
5,RDDT250307C00185000,2025-01-30 16:49:32+00:00,185.0,29.36,28.1,30.7,0.8600006,3.017546,1,15,0.9017343811035157,True,REGULAR,USD
6,RDDT250307C00190000,2025-01-30 15:09:00+00:00,190.0,28.45,25.55,28.05,0.0,0.0,1,11,0.9045419702148438,True,REGULAR,USD
7,RDDT250307C00195000,2025-01-31 20:16:23+00:00,195.0,23.2,22.4,25.0,-0.25,-1.0660981,3,434,0.8786633227539062,True,REGULAR,USD
8,RDDT250307C00200000,2025-01-31 17:36:14+00:00,200.0,23.4,20.4,22.85,1.5,6.849315,8,29,0.8880626428222655,False,REGULAR,USD
9,RDDT250307C00210000,2025-01-31 16:42:51+00:00,210.0,20.75,16.0,19.3,4.1499996,24.999998,5,24,0.8919688537597656,False,REGULAR,USD
10,RDDT250307C00220000,2025-01-31 20:45:57+00:00,220.0,13.75,13.8,15.1,-0.5,-3.508772,10,74,0.9011240356445311,False,REGULAR,USD
11,RDDT250307C00255000,2025-01-29 14:43:55+00:00,255.0,5.74,6.1,7.35,0.0,0.0,1,2,0.9112557702636719,False,REGULAR,USD
