,0
0,0.545940334984684
1,0.5370328171940577
2,0.5282026859013463
3,0.5194536730314627
4,0.5107898328724106
5,0.502215584209666
6,0.49373575902900635
7,0.485355660236398
8,0.4770811277786997
9,0.4689186152229353
10,0.46087527884174995
11,0.45295908174696636
12,0.44517891123914044
13,0.43754471956983665
14,0.4300676805817709
15,0.42275732080492323
16,0.41548856722770755
17,0.40828482423100293
18,0.4012643669101416
19,0.3944445362512718
20,0.3878612716228447
21,0.38153980078620475
22,0.3755090113822763
23,0.36980197341953436
24,0.3644564176891871
25,0.3595152727805429
26,0.35502713988513124
27,0.35104674319957335
28,0.3476352100537926
29,0.3448601830022667
30,0.34279566180604576
31,0.3415214679241874
32,0.3411222146518535
33,0.34182100185219394
34,0.3440408431013989
35,0.3477773146891557
36,0.3529814849335047
37,0.3595956019412941
38,0.36755165572251147
39,0.3767602098094732
40,0.38713195911397025
41,0.3985760782306825
42,0.4110030653316641
43,0.4243265590349142
44,0.43846513915684066
45,0.45334190219541254
46,0.4688870945035135
47,0.48503642778516903
48,0.5016501141207267
49,0.5185995536436856
50,0.5360038352457466
