,0
0,0.9543210220965855
1,0.9264118696356766
2,0.8977645169305054
3,0.8683866914172353
4,0.8383079709011421
5,0.8075562128725554
6,0.7761698394924361
7,0.7441623380029535
8,0.7116319328155679
9,0.6786436767710161
10,0.645281669322826
11,0.6116146775078184
12,0.5778519791681656
13,0.5439589889466925
14,0.5101739596828547
15,0.4768952929403022
16,0.44428401632158165
17,0.41298418472163184
18,0.3836364461758452
19,0.35652396448008566
20,0.33256373559993546
21,0.31256044561412133
22,0.29788519286571113
23,0.28829096471445503
24,0.2852940680751105
25,0.2889586223566486
26,0.29753359305680616
27,0.3115864757253054
28,0.33090252039361795
29,0.3540397336868636
30,0.38060652556974084
31,0.41008689368684037
32,0.4405389021076331
33,0.47140756845516113
34,0.5037000942763229
35,0.5349472022843731
36,0.5662522447630192
37,0.5980035146441418
38,0.6305349276299541
39,0.6636153600482865
40,0.6970533979329512
41,0.7302718969850771
42,0.7631020926489415
43,0.7958854167716214
44,0.8285191837731993
45,0.8609112496327636
46,0.8930005928446129
47,0.9243784374292434
48,0.9553376669737708
49,0.9858263524928672
50,1.0157258149866193
