,0
0,0.6053985219736622
1,0.5932674406415436
2,0.5810696514253861
3,0.5688023282300428
4,0.5564628392654414
5,0.5440488444985901
6,0.5315584194845675
7,0.5189902140351035
8,0.5063436517708079
9,0.49361917855402676
10,0.48081857878912715
11,0.4679453699690485
12,0.4550052993562922
13,0.4420069612158191
14,0.4289625748524715
15,0.4158889429495391
16,0.4028086572885908
17,0.3897515714944702
18,0.3767566182622934
19,0.3638740140976081
20,0.35116789465295245
21,0.33871940038161896
22,0.3266301611620975
23,0.31502604221476305
24,0.304060791747985
25,0.2939189966971376
26,0.28481734847731754
27,0.2770028355732441
28,0.27074621076210054
29,0.2663531059763481
30,0.2640865502841314
31,0.26422367914472683
32,0.2669429281846034
33,0.27233498237827064
34,0.280390269713342
35,0.29084447260115154
36,0.3035825128066281
37,0.3184561169285602
38,0.3351464467796458
39,0.3533091097617926
40,0.372591826804751
41,0.39264779112689463
42,0.4130919741002276
43,0.43359467914166744
44,0.4539955739890091
45,0.47403837640029656
46,0.49350241312552107
47,0.5122048751015004
48,0.5300017238411894
49,0.5467872129188991
50,0.5624921198758325
