,0
0,0.6951625171780714
1,0.6750919785586239
2,0.6547182577325594
3,0.634085212390683
4,0.6131793405790933
5,0.5918575977708729
6,0.5703336767876718
7,0.5486101542416472
8,0.5267239439084351
9,0.5047642779463705
10,0.4827215349640288
11,0.4606235056694799
12,0.4386623221843749
13,0.4169451907045466
14,0.3956033453062925
15,0.3747667527044863
16,0.3548462740538139
17,0.3358902877085691
18,0.31821965528458146
19,0.30209885148132
20,0.2878959212833616
21,0.2758576222186731
22,0.26667414830550934
23,0.260932326820045
24,0.25891190756770216
25,0.2606484778838106
26,0.2664145033343172
27,0.2762899098421013
28,0.2900453415527265
29,0.3068127899913486
30,0.3267237325546385
31,0.34934409407916317
32,0.3741015943997377
33,0.4008977461401669
34,0.42950674234015246
35,0.4595505687563765
36,0.49081667070796703
37,0.5234359849840011
38,0.5567385353611571
39,0.5904800455073638
40,0.6250252307435158
41,0.6601474607372556
42,0.6957134265185863
43,0.7305717822381069
44,0.764943097918205
45,0.7993998619737507
46,0.8337373670682577
47,0.8679750489518413
48,0.9020233441731115
49,0.9357901076659821
50,0.969244448439776
