,0
0,0.5646830569166981
1,0.5547383427063444
2,0.5449411254665392
3,0.5351278361725749
4,0.5253854715560627
5,0.515816708497229
6,0.506267968740878
7,0.49660973829389154
8,0.4871678163254057
9,0.47798599101892725
10,0.4690970790774808
11,0.4604673680711663
12,0.4521130057782319
13,0.44404896944882133
14,0.43622037451732076
15,0.42872074046840836
16,0.4215691165397999
17,0.41478517863640163
18,0.40838917338113356
19,0.4023640888602942
20,0.39630765665168266
21,0.39067242761725973
22,0.3855033755158666
23,0.381024090065915
24,0.37727176048084304
25,0.3742819527841027
26,0.3720880233853761
27,0.3707205527101354
28,0.3699489476266287
29,0.3696345410467491
30,0.37011845998038345
31,0.3714137524420796
32,0.3735303710922428
33,0.37647527140527415
34,0.3802539110262476
35,0.38493679210020776
36,0.3905463586952209
37,0.3970707162817029
38,0.4044950764997364
39,0.41280227121217955
40,0.42197316993113343
41,0.4319869722311834
42,0.44282134442844756
43,0.4544523770692594
44,0.466854373251172
45,0.47999946305767305
46,0.4938570612713283
47,0.5083932083904633
48,0.5235887129443143
49,0.5393892984222164
50,0.5556721837981702
