,0
0,0.4436964943079407
1,0.4380747762627965
2,0.4324834458406752
3,0.42692192200473733
4,0.42138952140037833
5,0.41588545746272665
6,0.41040881914181165
7,0.4049585979617756
8,0.3995336614481248
9,0.39413276127727914
10,0.3887545429741298
11,0.38339754495517875
12,0.37806021777042537
13,0.37274095966564
14,0.3674380310672542
15,0.3621498171910807
16,0.3568746469091678
17,0.3516109645745038
18,0.3463573927154067
19,0.34111282764874645
20,0.335876570728909
21,0.3306484758918654
22,0.32542917894945117
23,0.3202203179099036
24,0.3150248373854351
25,0.30984737263637946
26,0.30469468660632937
27,0.2995762002427384
28,0.2945046251937716
29,0.289496695149666
30,0.28457400669821425
31,0.2797639460812085
32,0.2751007260522271
33,0.27062641281554994
34,0.26647469773555965
35,0.26307423512585737
36,0.26050450234283334
37,0.25879025171447684
38,0.25794854543195717
39,0.2579880432444487
40,0.25890811737551317
41,0.2606996542621166
42,0.2633449491396953
43,0.2668199918456523
44,0.27108862284388907
45,0.2761181220973227
46,0.28186663223358677
47,0.2882909385169618
48,0.29534736088408897
49,0.3029913756642468
50,0.31117956762563304
