,0
0,0.40249718819443076
1,0.39167409205210996
2,0.38081207205102147
3,0.3699119123763958
4,0.3589750699861703
5,0.34800385002461
6,0.33700162088115604
7,0.32597309430175514
8,0.31492465502724276
9,0.3038647838448863
10,0.29280457932973175
11,0.2817584086613975
12,0.2707447155707151
13,0.2597870219497714
14,0.2489151699968996
15,0.2381668430208546
16,0.2275894080980834
17,0.21724212299884793
18,0.20719866336539577
19,0.19754991922946608
20,0.1884068186437031
21,0.17990268463417752
22,0.172194278146859
23,0.16546036466908745
24,0.15989611125978204
25,0.1557018761668834
26,0.1530658744858522
27,0.15214244646394806
28,0.15303035838435902
29,0.15575733722401663
30,0.16027585274222614
31,0.1664711071117876
32,0.17417773950384396
33,0.18319950053017026
34,0.19332695775203124
35,0.20435067202424237
36,0.21606956411776243
37,0.22829546167902415
38,0.2408551275087289
39,0.25359096327544745
40,0.266361058637152
41,0.27903911349844857
42,0.29151437133457886
43,0.30369159148671904
44,0.31549102271833496
45,0.3268482910841929
46,0.3377141162822273
47,0.34805380362751165
48,0.35784648500065785
49,0.3670840860970891
50,0.3757701197677927
