,0
0,1.927619502153649
1,1.9234289841185843
2,1.9192211245391937
3,1.9149907665997006
4,1.9107324095296876
5,1.9064401888833098
6,1.9021078586757523
7,1.8977200677302308
8,1.8932733276451061
9,1.8887636720443468
10,1.8841830005232765
11,1.8795227410799586
12,1.8747738469172426
13,1.8699267991760138
14,1.8649716182372165
15,1.8598978881758368
16,1.8546947972492815
17,1.8493511990178229
18,1.843853896409305
19,1.8381782333973111
20,1.8323238635696533
21,1.8262790596812906
22,1.8200325601288208
23,1.8138640952865699
24,1.8080907598587281
25,1.8027164277251706
26,1.7977466624044545
27,1.7931856313393821
28,1.7890339582301262
29,1.7852970596356883
30,1.7819798408218481
31,1.7790883863710245
32,1.776617684013971
33,1.7745693806754446
34,1.7729972926182866
35,1.7718740654577037
36,1.771180283214892
37,1.770912470513885
38,1.7710581900104831
39,1.7716385457411972
40,1.7726530768246886
41,1.7727410402027461
42,1.7732611908589864
43,1.7742064904456132
44,1.775590852117197
45,1.777407942936691
46,1.7796573283977704
47,1.7823358330375543
48,1.7854430280912132
49,1.7889763519935722
50,1.7929323067608194
