,0
0,0.40980277023931794
1,0.4011071614838176
2,0.3924596634787891
3,0.3838668110479766
4,1.0143381925369919
5,0.36687687033591415
6,0.3584991507805905
7,0.3502151957600721
8,0.34203932900685324
9,0.33398841908443516
10,0.3260820602134467
11,0.3183431792994541
12,0.3107985416080804
13,0.3034793514445891
14,0.29642189299363975
15,0.28966821386187724
16,0.28326682076252435
17,0.2772733491716847
18,0.2717511424178402
19,0.26677165734768044
20,0.26241457929548007
21,0.25876754632502375
22,0.2559252109803099
23,0.2539880194888353
24,0.2530596907932053
25,0.25324423823232506
26,0.25464237278193236
27,0.25739513752268645
28,0.2620621203442065
29,0.2686921708175355
30,0.2771445167274421
31,0.2872581450745761
32,0.29886473844057365
33,0.3117972226001188
34,0.32589818044930385
35,0.34102246197867137
36,0.3570402222290577
37,0.37383555679888764
38,0.391309422228493
39,0.40937489663754867
40,0.4279566521112087
41,0.44699085198557875
42,0.466420846009664
43,0.4861989974822333
44,0.5062855871137891
45,0.526630577885128
46,0.5466248109256457
47,0.565799407067113
48,0.5839486072598475
49,0.6008967325781283
50,0.6165062265678948
