,0
0,0.5647272186984159
1,0.5546146283321031
2,0.5445590209935268
3,0.5346277335798595
4,0.5248526307082764
5,0.5152424322692062
6,0.505806535779798
7,0.4965550801635162
8,0.4874990222555779
9,0.47865022775259686
10,0.4700215594268306
11,0.46162699066630863
12,0.45348172444542345
13,0.4456023244568261
14,0.4380068653278731
15,0.4307064839371109
16,0.42372469038018495
17,0.4170922810776159
18,0.4108353050535523
19,0.40498231698681025
20,0.3995646201109115
21,0.3946165067601138
22,0.3901754915331431
23,0.3862825428148804
24,0.3829822567018802
25,0.3803230457289153
26,0.37835716584967555
27,0.3771407088728141
28,0.376440337762066
29,0.37647578561264156
30,0.377413220709043
31,0.37932154169853893
32,0.3822713729388259
33,0.3863337058548499
34,0.39157815279612335
35,0.3981103661664908
36,0.40630928307043035
37,0.4160374529111483
38,0.4266794888846323
39,0.43879664700522847
40,0.452271094624773
41,0.46698531848733055
42,0.48282607596576776
43,0.4996860198355802
44,0.5174658155784528
45,0.5360739085085731
46,0.5554271122837608
47,0.5754502607205182
48,0.5960759016417548
49,0.6172773387564251
50,0.6390060600107156
