,0
0,0.6292844175870947
1,0.6244528458898921
2,0.6195608001164377
3,0.614604621319487
4,0.6095807021180922
5,0.6044855461428423
6,0.5993158427999132
7,0.5940685591096501
8,0.5887410492945985
9,0.5833311860039494
10,0.5778375160463587
11,0.5722594411209657
12,0.5665974306913962
13,0.5608532550570421
14,0.5550302718098098
15,0.5491337154082641
16,0.5431710332319386
17,0.5371522445476127
18,0.5310903048997107
19,0.5250014817696265
20,0.5189141078835234
21,0.5130146790416644
22,0.5073787459129157
23,0.5020151787119184
24,0.4969328028055331
25,0.49214031537993697
26,0.48764626936863925
27,0.4834590197609628
28,0.47958791871820405
29,0.47603652627417875
30,0.4728162838863083
31,0.4699325264540948
32,0.4673915646236473
33,0.46519760687231393
34,0.4633575275565876
35,0.4618769770951018
36,0.46075930284650046
37,0.4600070159159926
38,0.45962016092346425
39,0.45960281944578296
40,0.4599546640964338
41,0.46067488406433954
42,0.461762311948585
43,0.46321282444825307
44,0.4650244552419943
45,0.46719255806299465
46,0.4697122286270529
47,0.47257792433865076
48,0.47578305569352913
49,0.4793211363520112
50,0.48312304395047606
