,0
0,0.2585398973031993
1,0.25276003314927575
2,0.2469821697374737
3,0.24120985092510755
4,0.23544765449471497
5,0.2297014218887704
6,0.2239785422392743
7,0.21828826709443758
8,0.21264214803242326
9,0.20705448265785553
10,0.20154289293624364
11,0.19612898751174215
12,0.19083912309206283
13,0.18570526030909548
14,0.18076590558422737
15,0.176067089854395
16,0.1716633233167395
17,0.16761839024598155
18,0.16400587139267483
19,0.160909081213116
20,0.15842023212260017
21,0.15663852209967996
22,0.15566693633933484
23,0.15560777559427574
24,0.15655715339287846
25,0.15859905120079165
26,0.16179976676504323
27,0.16620359720669872
28,0.17183038707231243
29,0.17867601199703156
30,0.18682406470615967
31,0.19621700256999092
32,0.20668509908103033
33,0.21807367723766583
34,0.23024604004567437
35,0.243084618406612
36,0.25648934088788666
37,0.2703760189382298
38,0.28467412173105494
39,0.29932470703567443
40,0.31419474925212976
41,0.32903449134033635
42,0.3436987359929329
43,0.35805108034337035
44,0.37196521599984045
45,0.38532842172356535
46,0.3980445687674071
47,0.4100363043075997
48,0.4212464874024084
49,0.4316384252778578
50,0.4411953159707376
