,0
0,0.43169639323184805
1,0.42567968678082435
2,0.4198562658960497
3,0.4141402276528052
4,0.40868325076431694
5,0.40349463348151465
6,0.39858356022461505
7,0.3939590100595341
8,0.38962967220770384
9,0.38560384790001523
10,0.38188937076547685
11,0.3784934883367164
12,0.3754227885253164
13,0.3726830797062789
14,0.3702793111398476
15,0.3682154796786229
16,0.36649456087339555
17,0.365118409521952
18,0.36408775890667816
19,0.36340213114956554
20,0.3630598382351496
21,0.3630579755661807
22,0.36339243476202676
23,0.3640579440072221
24,0.3650480847022144
25,0.36635544412476284
26,0.3679716213498266
27,0.36988738574744556
28,0.372092779966569
29,0.37457728208718205
30,0.37732995877258463
31,0.3803396488133902
32,0.3835951631601006
33,0.38708552502423116
34,0.3908002140070741
35,0.3947294616823902
36,0.3987580152106401
37,0.402754276060407
38,0.4069318440149483
39,0.41128793137959246
40,0.4158235190428499
41,0.4207312951964271
42,0.42614340251454197
43,0.4320409181872195
44,0.4384042664672467
45,0.44521351209494425
46,0.45244854803671564
47,0.4600895488265436
48,0.46811592195700363
49,0.4765194302728106
50,0.4852921514452982
