,0
0,1.0243435376028798
1,0.9989005283584429
2,0.9726987211006148
3,0.9457395907630005
4,0.9180528164638235
5,0.8896402147424061
6,0.8605062035942603
7,0.8306843919193482
8,0.8002164541694715
9,0.7691462889374944
10,0.7374643404423012
11,0.7053560490777616
12,0.6729639441224448
13,0.6404575047472493
14,0.6080962966862677
15,0.5762080368098148
16,0.5448916408367196
17,0.5147274687418978
18,0.4858742735659264
19,0.4591506501439604
20,0.43539851922343237
21,0.4156130661915898
22,0.4005251662885334
23,0.3909823436680679
24,0.38735024472207574
25,0.3903695819514387
26,0.40028671283590456
27,0.4166309924088403
28,0.4385360726077292
29,0.465287178144129
30,0.4961888846770307
31,0.5304978886385565
32,0.5676390832446913
33,0.6069490145611705
34,0.6478264325648746
35,0.689794262042213
36,0.7317390272144016
37,0.7737362398988197
38,0.8158660282410062
39,0.8577114554109737
40,0.8988456333406828
41,0.9393887364461052
42,0.9792369256364949
43,1.0182662635722939
44,1.0563773816039954
45,1.0934821013016
46,1.1295115802964224
47,1.1644178697674896
48,1.198185604840707
49,1.2307717719998386
50,1.26216737296808
