,0
0,3.9069252357080226
1,3.8035995073107447
2,3.6962522894232133
3,3.5847152725561013
4,3.468825044617611
5,3.3484261604032586
6,3.2233640332807107
7,3.093524698638709
8,2.958807960161901
9,2.819226808536475
10,2.674720609618262
11,2.5253821741790845
12,2.3713406020116685
13,2.2128570709707165
14,2.050424780467932
15,1.8848646766800319
16,1.7176386234981293
17,1.5502593201554244
18,1.38475209137427
19,1.2253752949948034
20,1.0802163086169576
21,0.957968251690118
22,0.8719730364863861
23,0.8375621953363032
24,0.8646378401311615
25,0.9502191156443217
26,1.081751230136548
27,1.2456941519458633
28,1.4303011599221185
29,1.6287980253193985
30,1.8355574502307628
31,2.0465210547373536
32,2.2599587328352033
33,2.4740988198181264
34,2.687316190666452
35,2.8975904250422344
36,3.103799612022386
37,3.3053896149499233
38,3.5026996637808256
39,3.694944323408044
40,3.88040289864815
41,4.059555209630719
42,4.2320843803107815
43,4.39782850132814
44,4.556469570834543
45,4.70798716348013
46,4.852355496854021
47,4.989568316032218
48,5.119688785443568
49,5.242901676821863
50,5.35938062891776
