,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,AMZN251219C00050000,2025-01-23 20:52:35+00:00,50.0,187.39,186.45,188.2,0.0,0.0,20,1333.0,1.0427293957519534,True,REGULAR,USD
1,AMZN251219C00055000,2024-12-16 20:30:56+00:00,55.0,181.4,168.35,169.9,0.0,0.0,24,275.0,1.0000000000000003e-05,True,REGULAR,USD
2,AMZN251219C00060000,2025-01-13 17:48:02+00:00,60.0,160.96,175.7,179.75,0.0,0.0,5,179.0,0.9545902978515625,True,REGULAR,USD
3,AMZN251219C00065000,2025-01-24 19:54:02+00:00,65.0,171.45,172.05,173.65,10.800003,6.722691,2,912.0,0.910035079345703,True,REGULAR,USD
4,AMZN251219C00070000,2025-01-17 17:03:50+00:00,70.0,158.74,167.35,168.9,0.0,0.0,1,683.0,0.8786633227539062,True,REGULAR,USD
5,AMZN251219C00075000,2025-01-23 20:55:22+00:00,75.0,164.0,161.25,165.15,0.0,0.0,1,128.0,0.8365494860839842,True,REGULAR,USD
6,AMZN251219C00080000,2025-01-24 17:20:19+00:00,80.0,157.83,156.65,160.35,-0.5200043,-0.32838917,2,302.0,0.8100604931640624,True,REGULAR,USD
7,AMZN251219C00085000,2025-01-22 20:27:26+00:00,85.0,152.5,151.75,154.65,0.0,0.0,3,227.0,0.7524438818359375,True,REGULAR,USD
8,AMZN251219C00090000,2025-01-22 16:03:48+00:00,90.0,149.08,148.35,150.05,0.0,0.0,8,525.0,0.7637963073730469,True,REGULAR,USD
9,AMZN251219C00095000,2025-01-21 17:37:19+00:00,95.0,141.07,143.55,145.35,0.0,0.0,9,428.0,0.7366969689941407,True,REGULAR,USD
10,AMZN251219C00100000,2025-01-23 20:34:59+00:00,100.0,139.15,138.9,140.55,0.0,0.0,1,1474.0,0.7116117706298828,True,REGULAR,USD
11,AMZN251219C00105000,2025-01-14 17:20:26+00:00,105.0,118.2,134.1,135.9,0.0,0.0,1,1653.0,0.6871979522705078,True,REGULAR,USD
12,AMZN251219C00110000,2025-01-22 19:14:27+00:00,110.0,128.0,129.45,131.1,0.0,0.0,3,3523.0,0.6633944793701174,True,REGULAR,USD
13,AMZN251219C00115000,2025-01-15 19:57:53+00:00,115.0,113.9,124.65,126.45,0.0,0.0,1,575.0,0.6402013519287109,True,REGULAR,USD
14,AMZN251219C00120000,2025-01-21 14:33:21+00:00,120.0,116.6,120.25,121.7,0.0,0.0,1,1690.0,0.6221961608886719,True,REGULAR,USD
15,AMZN251219C00125000,2025-01-21 18:42:25+00:00,125.0,112.5,115.45,116.8,0.0,0.0,3,776.0,0.5960123406982423,True,REGULAR,USD
16,AMZN251219C00130000,2025-01-21 16:15:37+00:00,130.0,106.74,110.75,112.15,0.0,0.0,5,1298.0,0.5755657678222657,True,REGULAR,USD
17,AMZN251219C00135000,2025-01-21 20:58:37+00:00,135.0,103.21,106.2,107.5,0.0,0.0,1,791.0,0.5573774731445313,True,REGULAR,USD
18,AMZN251219C00140000,2025-01-24 15:23:56+00:00,140.0,102.22,101.65,102.95,1.340004,1.3283148,6,2796.0,0.5404403866577151,True,REGULAR,USD
19,AMZN251219C00145000,2025-01-24 19:38:02+00:00,145.0,96.3,97.15,98.4,15.07,18.55226,2,1128.0,0.5239610592651367,True,REGULAR,USD
20,AMZN251219C00150000,2025-01-23 14:58:46+00:00,150.0,91.8,92.45,93.9,0.0,0.0,1,3722.0,0.5056201782226561,True,REGULAR,USD
21,AMZN251219C00155000,2025-01-24 17:27:37+00:00,155.0,88.04,88.15,89.35,-0.26000214,-0.29445314,2,686.0,0.5036060382080079,True,REGULAR,USD
22,AMZN251219C00160000,2025-01-22 16:38:33+00:00,160.0,84.72,84.05,85.0,0.0,0.0,4,2320.0,0.48944602355957045,True,REGULAR,USD
23,AMZN251219C00165000,2025-01-23 18:36:20+00:00,165.0,79.4,79.45,80.55,0.0,0.0,1,589.0,0.47296669616699216,True,REGULAR,USD
24,AMZN251219C00170000,2025-01-24 17:00:21+00:00,170.0,75.07,75.6,76.5,-0.7900009,-1.0413933,1,2417.0,0.4633842724609375,True,REGULAR,USD
25,AMZN251219C00175000,2025-01-22 20:52:09+00:00,175.0,71.17,71.55,72.3,0.0,0.0,2,1771.0,0.45038391418457036,True,REGULAR,USD
26,AMZN251219C00180000,2025-01-24 15:34:41+00:00,180.0,67.93,67.6,68.1,0.83000183,1.2369626,4,4967.0,0.4368037277221679,True,REGULAR,USD
27,AMZN251219C00185000,2025-01-24 19:35:40+00:00,185.0,62.5,63.65,64.2,-0.3199997,-0.5093914,7,1444.0,0.42731285583496104,True,REGULAR,USD
28,AMZN251219C00190000,2025-01-24 18:53:31+00:00,190.0,58.95,59.9,60.4,-0.25,-0.42229727,8,2184.0,0.41834077758789057,True,REGULAR,USD
29,AMZN251219C00195000,2025-01-24 19:00:05+00:00,195.0,55.35,56.15,56.6,-1.25,-2.2084806,3,1144.0,0.4084226638793945,True,REGULAR,USD
30,AMZN251219C00200000,2025-01-24 20:59:54+00:00,200.0,52.8,52.55,53.0,-0.75,-1.4005603,90,4344.0,0.4003050692749024,True,REGULAR,USD
31,AMZN251219C00205000,2025-01-24 20:38:47+00:00,205.0,48.4,49.1,49.6,-0.14999771,-0.30895513,14,4691.0,0.39371333831787114,True,REGULAR,USD
32,AMZN251219C00210000,2025-01-24 16:39:25+00:00,210.0,45.9,45.8,46.2,-0.05999756,-0.130543,4,1991.0,0.3859619509887695,True,REGULAR,USD
33,AMZN251219C00215000,2025-01-24 20:49:48+00:00,215.0,42.35,42.6,43.05,0.25,0.59382427,11,1561.0,0.38019418640136715,True,REGULAR,USD
34,AMZN251219C00220000,2025-01-24 19:57:47+00:00,220.0,38.75,39.55,39.95,-0.79999924,-2.022754,13,2814.0,0.37375504180908203,True,REGULAR,USD
