,contractSymbol,lastTradeDate,strike,lastPrice,bid,ask,change,percentChange,volume,openInterest,impliedVolatility,inTheMoney,contractSize,currency
0,AMZN270115P00095000,2025-01-24 19:57:41+00:00,95.0,1.34,1.33,1.48,0.00999999,0.751879,7.0,1437,0.38245246459960935,False,REGULAR,USD
1,AMZN270115P00100000,2025-01-24 18:58:20+00:00,100.0,1.54,1.46,1.72,-0.110000014,-6.666668,1.0,1830,0.37415176635742187,False,REGULAR,USD
2,AMZN270115P00105000,2025-01-21 17:20:32+00:00,105.0,1.95,1.68,2.03,0.0,0.0,5.0,181,0.3679262426757813,False,REGULAR,USD
3,AMZN270115P00110000,2025-01-21 15:53:10+00:00,110.0,2.32,1.96,2.29,0.0,0.0,11.0,1073,0.3587710607910156,False,REGULAR,USD
4,AMZN270115P00115000,2025-01-22 15:11:24+00:00,115.0,2.6,2.21,2.78,0.0,0.0,2.0,164,0.3563907135009765,False,REGULAR,USD
5,AMZN270115P00120000,2025-01-23 14:58:14+00:00,120.0,2.9,2.61,3.0,0.0,0.0,1.0,424,0.34467208068847655,False,REGULAR,USD
6,AMZN270115P00125000,2025-01-13 19:08:17+00:00,125.0,4.44,2.99,3.55,0.0,0.0,1.0,266,0.34149828430175777,False,REGULAR,USD
7,AMZN270115P00130000,2025-01-22 17:16:37+00:00,130.0,3.75,3.5,3.8,0.0,0.0,2.0,1299,0.3299017205810546,False,REGULAR,USD
8,AMZN270115P00135000,2025-01-24 18:52:46+00:00,135.0,4.2,4.0,4.35,-0.26999998,-6.0402684,39.0,716,0.32483585327148434,False,REGULAR,USD
9,AMZN270115P00140000,2025-01-24 14:48:51+00:00,140.0,4.8,4.55,4.95,-0.089999676,-1.8404841,1.0,1070,0.31976998596191397,False,REGULAR,USD
10,AMZN270115P00145000,2025-01-21 18:02:25+00:00,145.0,5.25,5.2,5.7,0.0,0.0,9.0,136,0.3164741204833984,False,REGULAR,USD
11,AMZN270115P00150000,2025-01-24 18:54:56+00:00,150.0,6.25,5.9,6.35,0.05000019,0.8064548,8.0,1099,0.31034014862060544,False,REGULAR,USD
12,AMZN270115P00155000,2025-01-23 20:50:04+00:00,155.0,7.0,6.7,7.2,0.0,0.0,1.0,1977,0.30655600677490236,False,REGULAR,USD
13,AMZN270115P00160000,2025-01-24 17:31:38+00:00,160.0,7.97,7.55,8.2,0.01999998,0.2515721,1.0,1597,0.3039010040283203,False,REGULAR,USD
14,AMZN270115P00165000,2025-01-23 20:41:46+00:00,165.0,8.9,8.45,9.05,0.0,0.0,88.0,249,0.29813323944091785,False,REGULAR,USD
15,AMZN270115P00170000,2025-01-23 16:12:39+00:00,170.0,10.1,9.5,10.2,0.0,0.0,1.0,871,0.295356167602539,False,REGULAR,USD
16,AMZN270115P00175000,2025-01-24 19:29:28+00:00,175.0,11.08,10.5,11.35,-0.19999981,-1.773048,96.0,2349,0.2915567671203612,False,REGULAR,USD
17,AMZN270115P00180000,2025-01-24 15:38:37+00:00,180.0,12.1,11.8,12.55,-0.25,-2.0242915,7.0,3586,0.2873911593627929,False,REGULAR,USD
18,AMZN270115P00185000,2025-01-22 15:24:15+00:00,185.0,13.65,12.8,13.9,0.0,0.0,12.0,880,0.28395796615600577,False,REGULAR,USD
19,AMZN270115P00190000,2025-01-24 15:16:48+00:00,190.0,15.0,14.45,15.3,-0.21000004,-1.3806708,5.0,512,0.2801280484008788,False,REGULAR,USD
20,AMZN270115P00195000,2025-01-24 16:26:34+00:00,195.0,16.45,15.95,16.55,-0.23999977,-1.4379854,6.0,414,0.27399407653808594,False,REGULAR,USD
21,AMZN270115P00200000,2025-01-24 16:54:30+00:00,200.0,18.02,17.6,18.4,-0.5100002,-2.7522948,3.0,3067,0.2727123510742187,False,REGULAR,USD
22,AMZN270115P00205000,2025-01-24 20:35:19+00:00,205.0,19.94,18.95,20.1,0.09000015,0.45340127,20.0,5,0.2690807955932617,False,REGULAR,USD
23,AMZN270115P00210000,2025-01-24 14:52:56+00:00,210.0,21.1,21.05,21.7,-0.9200001,-4.1780205,1.0,790,0.263755531463623,False,REGULAR,USD
24,AMZN270115P00215000,2025-01-22 17:15:56+00:00,215.0,23.7,22.95,23.6,0.0,0.0,1.0,29,0.2601850105285644,False,REGULAR,USD
25,AMZN270115P00220000,2025-01-24 18:46:27+00:00,220.0,25.65,24.9,25.7,-0.050001144,-0.19455698,1.0,960,0.25739268005371096,False,REGULAR,USD
26,AMZN270115P00225000,2025-01-24 19:47:34+00:00,225.0,27.85,26.55,27.75,0.22000122,0.7962404,14.0,207,0.25333388275146485,False,REGULAR,USD
27,AMZN270115P00230000,2025-01-24 20:35:19+00:00,230.0,30.14,29.2,30.0,0.13999939,0.46666464,136.0,241,0.2500227586364746,False,REGULAR,USD
28,AMZN270115P00235000,2025-01-22 17:00:27+00:00,235.0,32.25,31.55,32.7,0.0,0.0,12.0,42,0.24932086135864256,True,REGULAR,USD
29,AMZN270115P00240000,2025-01-21 17:25:45+00:00,240.0,36.08,34.0,35.15,0.0,0.0,2.0,197,0.2458113749694824,True,REGULAR,USD
30,AMZN270115P00250000,2025-01-23 20:58:09+00:00,250.0,39.2,38.95,40.3,0.0,0.0,1.0,102,0.2381667980957031,True,REGULAR,USD
31,AMZN270115P00255000,2025-01-17 17:43:49+00:00,255.0,47.24,41.8,43.2,0.0,0.0,4.0,61,0.2355423126220703,True,REGULAR,USD
